"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Apr 08 15:11:11 IST 2022","Fri Apr 08 15:12:19 IST 2022","68025","","launch_Suite","","launch_Suite","navigateToAmazon","navigateToAmazon",""
